No,Card,CardNumber,ExpectedGrade,SearchQuery,MatchedName,MatchedSet,Printing,TCGPlayerId,CardNum,MarketPrice,Selected
93,Alakazam,1/165,7/8,Alakazam,Alakazam (1),Expedition,Holofoil,83497,001/165,220.33,Y
94,Charizard,6/165,6,Charizard,Charizard (40),Expedition,Normal,84185,040/165,84.21,N
94,Charizard,6/165,6,Charizard,Charizard (39),Expedition,Normal,84184,039/165,126.32,N
94,Charizard,6/165,6,Charizard,Charizard (6),Expedition,Holofoil,84183,006/165,334.67,Y
95,Jumpluff,7/111,10,Jumpluff,Jumpluff,Neo Genesis,1st Edition Holofoil,86361,007/111,27.87,Y
96,Pichu,12/111,7,Pichu,Pichu,Mysterious Treasures,Normal,88018,93/123,7.3,N
96,Pichu,12/111,7,Pichu,Pichu (Delta Species),Holon Phantoms,Normal,88023,76/110,4.42,N
96,Pichu,12/111,7,Pichu,Pichu,Emerald,Normal,88016,59/106,5.12,N
96,Pichu,12/111,7,Pichu,Pichu,Stormfront,Normal,88019,45/100,5.24,N
96,Pichu,12/111,7,Pichu,Pichu,WoTC Promo,Reverse Holofoil,88014,35/53,37.84,N
96,Pichu,12/111,7,Pichu,Pichu - 28/123 (Prerelease),Nintendo Promos,Holofoil,213013,28/123,65.41,N
96,Pichu,12/111,7,Pichu,Pichu - 2011 (Ross Cawthon),World Championship Decks,Normal,480432,28/123,4.85,N
96,Pichu,12/111,7,Pichu,Pichu,HeartGold SoulSilver,Normal,88022,28/123,8.2,N
96,Pichu,12/111,7,Pichu,Pichu,Arceus,Normal,88021,25/99,9.58,N
96,Pichu,12/111,7,Pichu,Mischievous Pichu - 214/S-P,Miscellaneous Cards & Products,Normal,487791,214/S-P,27.22,N
96,Pichu,12/111,7,Pichu,Pichu,Power Keepers,Normal,88017,21/108,9.37,N
96,Pichu,12/111,7,Pichu,Pichu,Sandstorm,Normal,88012,20/100,7.55,N
96,Pichu,12/111,7,Pichu,Ethan's Pichu,SV10: Destined Rivals,Normal,630819,071/182,0.14,N
96,Pichu,12/111,7,Pichu,Pichu (58),Expedition,Normal,88015,058/165,16.76,N
96,Pichu,12/111,7,Pichu,Pichu - 45/106 [Platinum],Burger King Promos,Reverse Holofoil,188126,045/100,35.06,N
96,Pichu,12/111,7,Pichu,Pichu (22),Expedition,Holofoil,88013,022/165,135.65,N
96,Pichu,12/111,7,Pichu,Pichu Bros.,POP Series 3,Normal,88024,016/017,46.21,N
96,Pichu,12/111,7,Pichu,Pichu,Neo Genesis,1st Edition Holofoil,88011,012/111,267.5,Y
96,Pichu,12/111,7,Pichu,Pichu,POP Series 9,Normal,88020,011/017,13.5,N
97,Hitmonlee,13/110,9/10,Hitmonlee,Hitmonlee - HGSS25,HGSS Promos,Holofoil,86109,HGSS25,13.54,N
97,Hitmonlee,13/110,9/10,Hitmonlee,Hitmonlee,SM - Team Up,Normal,183851,73/181,0.51,N
97,Hitmonlee,13/110,9/10,Hitmonlee,Hitmonlee,Call of Legends,Normal,86108,58/95,0.38,N
97,Hitmonlee,13/110,9/10,Hitmonlee,Hitmonlee,Undaunted,Normal,86107,52/90,0.53,N
97,Hitmonlee,13/110,9/10,Hitmonlee,Hitmonlee,Generations,Normal,113705,47/83,0.37,N
97,Hitmonlee,13/110,9/10,Hitmonlee,Hitmonlee,XY - Furious Fists,Normal,92224,47/111,0.25,N
97,Hitmonlee,13/110,9/10,Hitmonlee,Hitmonlee,Unseen Forces,Normal,86105,25/115,3.16,N
97,Hitmonlee,13/110,9/10,Hitmonlee,Hitmonlee (22),Fossil,1st Edition,44430,22/62,11.94,N
97,Hitmonlee,13/110,9/10,Hitmonlee,Hitmonlee,SV: Scarlet & Violet 151,Normal,516675,106/165,0.14,N
97,Hitmonlee,13/110,9/10,Hitmonlee,Hitmonlee,Legends Awakened,Normal,86106,100/146,0.49,N
97,Hitmonlee,13/110,9/10,Hitmonlee,Hitmonlee,SWSH01: Sword & Shield Base Set,Normal,208403,094/202,0.19,N
97,Hitmonlee,13/110,9/10,Hitmonlee,Hitmonlee,Expedition,Normal,86104,081/165,3.85,N
97,Hitmonlee,13/110,9/10,Hitmonlee,Hitmonlee (7),Fossil,1st Edition Holofoil,106523,07/62,70.07,N
97,Hitmonlee,13/110,9/10,Hitmonlee,Hitmonlee,Neo Destiny,1st Edition,86103,042/105,8.65,N
97,Hitmonlee,13/110,9/10,Hitmonlee,Hitmonlee,Legendary Collection,Holofoil,86101,013/110,31.76,Y
97,Hitmonlee,13/110,9/10,Hitmonlee,Hitmonlee,Trading Card Game Classic,Holofoil,527898,011/034,4.86,N
98,Azumarill,2/111,9/10,Azumarill,Azumarill,Neo Genesis,1st Edition Holofoil,83678,002/111,57.73,Y
99,Raikou,13/64,7,Raikou,Raikou - SM150 (Prerelease) (Staff),SM Promos,Holofoil,178794,SM150,76.64,N
99,Raikou,13/64,7,Raikou,Raikou - SM150 (Prerelease),SM Promos,Holofoil,158256,SM150,8.96,N
99,Raikou,13/64,7,Raikou,Raikou GX,SM Promos,Holofoil,164233,SM121,6.69,N
99,Raikou,13/64,7,Raikou,Raikou (Shiny),Call of Legends,Holofoil,88536,SL9,145.63,N
99,Raikou,13/64,7,Raikou,Raikou - HGSS19,HGSS Promos,Holofoil,88535,HGSS19,34.06,N
99,Raikou,13/64,7,Raikou,Raikou (H26),Skyridge,Holofoil,88531,H26/H32,205.55,N
99,Raikou,13/64,7,Raikou,Raikou V,Crown Zenith: Galarian Gallery,Holofoil,478069,GG41/GG70,32.3,N
99,Raikou,13/64,7,Raikou,Raikou & Suicune Legend (Bottom),Unleashed,Holofoil,88538,93/95,172.65,N
99,Raikou,13/64,7,Raikou,Raikou & Suicune Legend (Top),Unleashed,Holofoil,88539,92/95,165.12,N
99,Raikou,13/64,7,Raikou,Raikou ex,Team Magma vs Team Aqua,Holofoil,88540,92/95,119.18,N
99,Raikou,13/64,7,Raikou,Entei & Raikou Legend (bottom),Unleashed,Holofoil,85276,91/95,87.79,N
99,Raikou,13/64,7,Raikou,Entei & Raikou Legend (top),Unleashed,Holofoil,85277,90/95,104.98,N
99,Raikou,13/64,7,Raikou,Raikou,SM - Lost Thunder,Normal,178888,79/214,1.02,N
99,Raikou,13/64,7,Raikou,Raikou,XY - BREAKthrough,Holofoil,107174,55/162,2.5,N
99,Raikou,13/64,7,Raikou,Raikou EX - 2013 (Clement Lamberton),World Championship Decks,Normal,480733,38/108,5.96,N
99,Raikou,13/64,7,Raikou,Raikou EX,Dark Explorers,Holofoil,88541,38/108,26.68,N
99,Raikou,13/64,7,Raikou,Raikou EX - 2012 (Chase Moloney),World Championship Decks,Normal,480616,38/108,5,N
99,Raikou,13/64,7,Raikou,Raikou,Shining Legends,Holofoil,146688,32/73,0.73,N
99,Raikou,13/64,7,Raikou,Raikou (22),Neo Revelation,1st Edition,88530,22/64,39.45,N
99,Raikou,13/64,7,Raikou,Raikou,Secret Wonders,Holofoil,88534,16/132,17.33,N
99,Raikou,13/64,7,Raikou,Raikou (13),Neo Revelation,1st Edition Holofoil,88529,13/64,500,Y
99,Raikou,13/64,7,Raikou,Raikou Star,Unseen Forces,Holofoil,88537,114/115,250.88,N
99,Raikou,13/64,7,Raikou,Rocket's Raikou ex,Deoxys,Holofoil,88785,108/107,225.56,N
99,Raikou,13/64,7,Raikou,Raikou EX (105 Full Art),Dark Explorers,Holofoil,88542,105/108,208.5,N
99,Raikou,13/64,7,Raikou,Raikou - 79/214 (SM Lost Thunder),Deck Exclusives,Holofoil,179438,079/214,3.4,N
99,Raikou,13/64,7,Raikou,Raikou - 55/162 (Cosmos Holo),Blister Exclusives,Holofoil,173108,055/162,5.31,N
99,Raikou,13/64,7,Raikou,Raikou,SWSH04: Vivid Voltage,Holofoil,226445,050/185,3.2,N
99,Raikou,13/64,7,Raikou,Raikou V - 2024 (Jesse Parker),World Championship Decks,Holofoil,637599,048/172,2.12,N
99,Raikou,13/64,7,Raikou,Raikou V - 2023 (Shao Tong Yen),World Championship Decks,Normal,542077,048/172,2,N
99,Raikou,13/64,7,Raikou,Raikou V,SWSH09: Brilliant Stars,Holofoil,263754,048/172,1.36,N
99,Raikou,13/64,7,Raikou,Raikou V,Prize Pack Series Cards,Holofoil,489309,048/172,4.95,N
99,Raikou,13/64,7,Raikou,Raikou,ME01: Mega Evolution,Holofoil,654387,048/132,0.1,N
99,Raikou,13/64,7,Raikou,Raikou - 048/132 (Cosmo Holo),ME01: Mega Evolution,Holofoil,670910,048/132,2.55,N
99,Raikou,13/64,7,Raikou,"Raikou - 32/73 (Let's Play, Pikachu!) (Cracked Ice Holo)",Deck Exclusives,Holofoil,190939,032/073,1.37,N
99,Raikou,13/64,7,Raikou,Raikou,Skyridge,Normal,88532,028/144,38.64,N
99,Raikou,13/64,7,Raikou,Raikou - 16/132 (Cracked Ice Holo),Miscellaneous Cards & Products,Holofoil,153238,016/132,24.04,N
99,Raikou,13/64,7,Raikou,Raikou,POP Series 2,Holofoil,88533,003/017,25.99,N
99,Raikou,13/64,7,Raikou,"Raikou, Entei & Suicune",Jumbo Cards,Holofoil,164235,,32.69,N
100,Charizard,4/102,7,Charizard,Charizard,Base Set,Holofoil,42382,004/102,468.35,Y
101,Ampharos,1/64,9,Ampharos,Ampharos,Neo Revelation,1st Edition Holofoil,83535,01/64,93.95,Y
102,Blaine's Moltres,1/132,9,Blaine's Moltres,Blaine's Moltres,Gym Heroes,1st Edition Holofoil,83875,001/132,200,Y
103,Entei,6/64,8,Entei,Entei - SM219 (Prerelease) [Staff],SM Promos,Holofoil,201942,SM219,109.95,N
103,Entei,6/64,8,Entei,Entei - SM219 (Prerelease),SM Promos,Holofoil,201943,SM219,13.12,N
103,Entei,6/64,8,Entei,Entei (Shiny),Call of Legends,Holofoil,85274,SL3,180,N
103,Entei,6/64,8,Entei,Entei - HGSS20,HGSS Promos,Holofoil,85273,HGSS20,42.19,N
103,Entei,6/64,8,Entei,Entei (H8),Aquapolis,Holofoil,85267,H08/H32,351.99,N
103,Entei,6/64,8,Entei,Entei V,Crown Zenith: Galarian Gallery,Holofoil,478065,GG36/GG70,36.25,N
103,Entei,6/64,8,Entei,Rocket's Entei ex,Team Rocket Returns,Holofoil,88769,97/109,360,N
103,Entei,6/64,8,Entei,Suicune & Entei Legend LEGEND (95) - 2011 (Ross Cawthon),World Championship Decks,Normal,480500,95/95,39.99,N
103,Entei,6/64,8,Entei,Suicune & Entei Legend (Bottom),Unleashed,Holofoil,89609,95/95,80.4,N
103,Entei,6/64,8,Entei,Suicune & Entei Legend (Top),Unleashed,Holofoil,89610,94/95,94.69,N
103,Entei,6/64,8,Entei,Suicune & Entei LEGEND (94) - 2011 (Ross Cawthon),World Championship Decks,Normal,480498,94/95,47.5,N
103,Entei,6/64,8,Entei,Entei & Raikou Legend (bottom),Unleashed,Holofoil,85276,91/95,87.79,N
103,Entei,6/64,8,Entei,Entei ex,Team Magma vs Team Aqua,Holofoil,85278,91/95,270,N
103,Entei,6/64,8,Entei,Entei & Raikou Legend (top),Unleashed,Holofoil,85277,90/95,104.98,N
103,Entei,6/64,8,Entei,Entei GX (Secret),Shining Legends,Holofoil,146735,74/73,28.67,N
103,Entei,6/64,8,Entei,Entei GX (Full Art),Shining Legends,Holofoil,146736,71/73,7.22,N
103,Entei,6/64,8,Entei,Entei,SM - Lost Thunder,Normal,178852,47/214,0.71,N
103,Entei,6/64,8,Entei,Entei,Secret Wonders,Holofoil,85272,4/132,37.99,N
103,Entei,6/64,8,Entei,Entei,WoTC Promo,Reverse Holofoil,85270,34/53,31.97,N
103,Entei,6/64,8,Entei,Entei,SM - Cosmic Eclipse,Normal,201201,28/236,0.59,N
103,Entei,6/64,8,Entei,Entei (17),Neo Revelation,1st Edition,85269,17/64,33.8,N
103,Entei,6/64,8,Entei,Entei (15),XY - Ancient Origins,Holofoil,100621,15/98,10.67,N
103,Entei,6/64,8,Entei,Entei (14),XY - Ancient Origins,Normal,100620,14/98,0.43,N
103,Entei,6/64,8,Entei,Entei EX,Dark Explorers,Holofoil,85279,13/108,33.51,N
103,Entei,6/64,8,Entei,Entei Star,Unseen Forces,Holofoil,85275,113/115,500,N
103,Entei,6/64,8,Entei,Entei,SV: Paldean Fates,Holofoil,534493,112/091,7.85,N
103,Entei,6/64,8,Entei,Entei EX (103 Full Art),Dark Explorers,Holofoil,85280,103/108,282.48,N
103,Entei,6/64,8,Entei,Entei GX,Shining Legends,Holofoil,146663,10/73,2.68,N
103,Entei,6/64,8,Entei,Entei (6),Neo Revelation,1st Edition Holofoil,85266,06/64,231.11,Y
103,Entei,6/64,8,Entei,Entei - 47/214 (SM Lost Thunder),Deck Exclusives,Holofoil,179436,047/214,5.4,N
103,Entei,6/64,8,Entei,Entei,SV03: Obsidian Flames,Holofoil,509725,030/197,0.13,N
103,Entei,6/64,8,Entei,Entei,ME: Ascended Heroes,Holofoil,675837,025/217,0.3,N
103,Entei,6/64,8,Entei,Entei (Quick Ball),ME: Ascended Heroes,Reverse Holofoil,676873,025/217,1.63,N
103,Entei,6/64,8,Entei,Entei V,SWSH09: Brilliant Stars,Holofoil,263715,022/172,1.3,N
103,Entei,6/64,8,Entei,Entei V,Prize Pack Series Cards,Holofoil,489293,022/172,4.56,N
103,Entei,6/64,8,Entei,Entei,Crown Zenith,Holofoil,478105,021/159,0.36,N
103,Entei,6/64,8,Entei,Entei,SWSH05: Battle Styles,Holofoil,234098,020/163,0.38,N
103,Entei,6/64,8,Entei,Entei,SWSH07: Evolving Skies,Holofoil,246835,019/203,0.27,N
103,Entei,6/64,8,Entei,Entei - 14/98 (Cosmos Holo),Blister Exclusives,Holofoil,170833,014/098,3.53,N
103,Entei,6/64,8,Entei,Entei GX - 10a/73,Alternate Art Promos,Holofoil,164234,010a/073,4.63,N
103,Entei,6/64,8,Entei,Entei,Aquapolis,Normal,85268,010/147,37.16,N
103,Entei,6/64,8,Entei,Entei - 4/132 (Cracked Ice Holo),Miscellaneous Cards & Products,Holofoil,153236,004/132,19.55,N
103,Entei,6/64,8,Entei,Entei,POP Series 2,Holofoil,85271,001/017,29.83,N
103,Entei,6/64,8,Entei,"Raikou, Entei & Suicune",Jumbo Cards,Holofoil,164235,,32.69,N
104,Dark Blastoise,3/82,8,Dark Blastoise,Dark Blastoise - S2/S4 (Box Topper),Jumbo Cards,Reverse Holofoil,210842,S2/S4,299.67,N
104,Dark Blastoise,3/82,8,Dark Blastoise,Dark Blastoise (20),Team Rocket,1st Edition,84570,20/82,55.24,N
104,Dark Blastoise,3/82,8,Dark Blastoise,Dark Blastoise (3),Team Rocket,1st Edition Holofoil,84568,03/82,342.24,Y
104,Dark Blastoise,3/82,8,Dark Blastoise,Dark Blastoise - 4/110 (WotC Legendary Collection),Deck Exclusives,Normal,125088,004/110,19.15,N
104,Dark Blastoise,3/82,8,Dark Blastoise,Dark Blastoise,Legendary Collection,Holofoil,84569,004/110,141.08,N
105,Ampharos,1/64,7,Ampharos,Ampharos,Neo Revelation,1st Edition Holofoil,83535,01/64,93.95,Y
106,Charizard,006,8,Charizard,Charizard,Base Set,Holofoil,84175,4/102,420.0,Y
107,Dark Donphan,3/105,8,Dark Donphan,Dark Donphan,Neo Destiny,1st Edition Holofoil,84579,003/105,199.95,Y
108,Meganium,10/111,7,Meganium,Meganium (11),Neo Genesis,1st Edition Holofoil,87287,011/111,145.4,N
108,Meganium,10/111,7,Meganium,Meganium (10),Neo Genesis,1st Edition Holofoil,87286,010/111,157.5,Y
109,Koga,19/132,8,Koga,Gym Badge (Koga),XY Promos,Holofoil,127145,XY207,10.17,N
109,Koga,19/132,8,Koga,Koga's Trap,Hidden Fates,Normal,197712,59/68,0.11,N
109,Koga,19/132,8,Koga,Koga's Trap (Full Art),SM - Unbroken Bonds,Holofoil,189282,211/214,24.97,N
109,Koga,19/132,8,Koga,Koga's Trap,SM - Unbroken Bonds,Normal,189281,177/214,0.12,N
109,Koga,19/132,8,Koga,Koga's Ninja Trick,Gym Challenge,1st Edition,86514,115/132,3.78,N
109,Koga,19/132,8,Koga,Koga (106),Gym Challenge,1st Edition,86503,106/132,7.01,N
109,Koga,19/132,8,Koga,Koga's Zubat,Gym Challenge,1st Edition,86521,083/132,1.82,N
109,Koga,19/132,8,Koga,Koga's Weedle,Gym Challenge,1st Edition,86519,082/132,2.27,N
109,Koga,19/132,8,Koga,Koga's Tangela,Gym Challenge,1st Edition,86518,081/132,2.02,N
109,Koga,19/132,8,Koga,Koga's Pidgey (80),Gym Challenge,1st Edition,86517,080/132,2.83,N
109,Koga,19/132,8,Koga,Koga's Koffing (79),Gym Challenge,1st Edition,86512,079/132,1.75,N
109,Koga,19/132,8,Koga,Koga's Grimer,Gym Challenge,1st Edition,86509,078/132,2.94,N
109,Koga,19/132,8,Koga,Koga's Ekans,Gym Challenge,1st Edition,86507,077/132,1.79,N
109,Koga,19/132,8,Koga,Koga's Weezing,Gym Challenge,1st Edition,86520,050/132,3.89,N
109,Koga,19/132,8,Koga,Koga's Pidgey (49),Gym Challenge,1st Edition,86516,049/132,4.78,N
109,Koga,19/132,8,Koga,Koga's Koffing (48),Gym Challenge,1st Edition,86511,048/132,3.51,N
109,Koga,19/132,8,Koga,Koga's Kakuna,Gym Challenge,1st Edition,86510,047/132,4.64,N
109,Koga,19/132,8,Koga,Koga's Golbat,Gym Challenge,1st Edition,86508,046/132,7.59,N
109,Koga,19/132,8,Koga,Koga's Pidgeotto,Gym Challenge,1st Edition,86515,027/132,15.05,N
109,Koga,19/132,8,Koga,Koga's Muk,Gym Challenge,1st Edition,86513,026/132,14.31,N
109,Koga,19/132,8,Koga,Koga's Arbok,Gym Challenge,1st Edition,86504,025/132,13.39,N
109,Koga,19/132,8,Koga,Koga (19),Gym Challenge,1st Edition Holofoil,86502,019/132,41.05,Y
109,Koga,19/132,8,Koga,Koga's Ditto,Gym Challenge,1st Edition Holofoil,86506,010/132,100.43,N
109,Koga,19/132,8,Koga,Koga's Beedrill,Gym Challenge,1st Edition Holofoil,86505,009/132,100.89,N
110,Unown,14/175,8,Unown,Unown [A] (14),Neo Discovery,Normal,90196,14/75,,Y
111,Pichu,12/111,6,Pichu,Pichu,Neo Genesis,1st Edition Holofoil,88011,012/111,267.5,Y
112,Espeon,1/75,4,Espeon,Espeon (20),Neo Discovery,1st Edition,85320,20/75,65.7,N
112,Espeon,1/75,4,Espeon,Espeon (1),Neo Discovery,1st Edition Holofoil,85316,01/75,375,Y
113,Slowking,14/111,8/9,Slowking,Slowking,Neo Genesis,1st Edition Holofoil,89311,014/111,173.88,Y
114,Venusaur,13,7,Venusaur,Venusaur,WoTC Promo,Holofoil,90311,13/53,187.19,Y
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet BREAK,XY Promos,Holofoil,121963,XY155,6.27,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet,Generations: Radiant Collection,Normal,113753,RC11/RC32,2.89,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet - 2018 (Magnus Pedersen),World Championship Decks,Normal,482032,RC11/RC32,6,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet - HGSS04,HGSS Promos,Holofoil,90622,HGSS04,4.04,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet,SM - Lost Thunder,Normal,178904,93/214,0.43,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet,XY - BREAKthrough,Normal,107186,67/162,0.22,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet,Boundaries Crossed,Normal,90623,58/149,0.62,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet,Holon Phantoms,Normal,90617,56/110,0.99,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet,SM - Burning Shadows,Normal,138531,49/147,0.15,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Rocket's Wobbuffet,Team Rocket Returns,Normal,88799,47/109,6.18,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet,Diamond and Pearl,Normal,90620,41/130,3,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet - 2015 (Alejandro Ng-Guzman),World Championship Decks,Normal,481277,36/119,2.87,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet,XY - Phantom Forces,Normal,94169,36/119,1.39,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet (35),Neo Discovery,1st Edition,90614,35/75,8.43,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet,Legend Maker,Normal,90616,28/92,1.41,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet - 2004 (Reed Weichler),World Championship Decks,Normal,477464,26/100,3.69,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet - 2005 (Curran Hill),World Championship Decks,Normal,477597,26/100,1.28,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet,Sandstorm,Normal,90613,26/100,1.29,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet,Power Keepers,Normal,90619,24/108,0.99,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Team Rocket's Wobbuffet,SV: Scarlet & Violet Promo Cards,Holofoil,635467,203,6.87,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Team Rocket's Wobbuffet (Pokemon Center Exclusive),SV: Scarlet & Violet Promo Cards,Holofoil,635468,203,74.32,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet V (Full Art),SWSH01: Sword & Shield Base Set,Holofoil,208395,191/202,4.39,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet (16),Neo Discovery,1st Edition Holofoil,90612,16/75,78.58,Y
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet,HeartGold SoulSilver,Holofoil,90621,13/123,13.83,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet V,SWSH01: Sword & Shield Base Set,Holofoil,208394,086/202,0.98,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Team Rocket's Wobbuffet,SV10: Destined Rivals,Holofoil,632892,082/182,0.13,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet,SWSH07: Evolving Skies,Normal,246840,066/203,0.07,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet,Skyridge,Normal,90615,045/144,12.17,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet,POP Series 4,Holofoil,90618,016/017,7.24,N
115,Wobbuffet,16/75,9/10,Wobbuffet,Wobbuffet (Ash vs Team Rocket Deck Kit),Ash vs Team Rocket Deck Kit (JP Exclusive),Normal,490264,008/026,49.79,N
116,Light Arcanine,12/105,7,Light Arcanine,Hisuian Arcanine,SV06: Twilight Masquerade,Holofoil,550144,100/167,0.13,N
116,Light Arcanine,12/105,7,Light Arcanine,Light Arcanine,Neo Destiny,1st Edition Holofoil,86734,012/105,650,Y
117,Light Dragonite,14/105,7/8,Light Dragonite,Light Dragonite,Neo Destiny,1st Edition Holofoil,86738,014/105,279.99,Y
118,Aerodactyl ex,94/100,9,Aerodactyl ex,M Aerodactyl EX - XY98,Jumbo Cards,Holofoil,147235,XY98,11.46,N
118,Aerodactyl ex,94/100,9,Aerodactyl ex,M Aerodactyl EX,XY Promos,Holofoil,114008,XY98,24.87,N
118,Aerodactyl ex,94/100,9,Aerodactyl ex,Aerodactyl EX - XY97,XY Promos,Holofoil,114007,XY97,5.51,N
118,Aerodactyl ex,94/100,9,Aerodactyl ex,Old Amber Aerodactyl,Dark Explorers,Normal,87850,97/108,0.3,N
118,Aerodactyl ex,94/100,9,Aerodactyl ex,Aerodactyl ex,Sandstorm,Holofoil,83473,94/100,124,Y
118,Aerodactyl ex,94/100,9,Aerodactyl ex,Aerodactyl,Dark Explorers,Normal,83471,53/108,3.13,N
119,Kyogre ex,001,3,Kyogre ex,Kyogre EX,XY Promos,Holofoil,108591,XY41,9.68,N
119,Kyogre ex,001,3,Kyogre ex,Primal Kyogre EX (Shiny Full Art),XY - Ancient Origins,Holofoil,101518,96/98,293.52,N
119,Kyogre ex,001,3,Kyogre ex,Kyogre ex,Crystal Guardians,Holofoil,86557,95/100,159.3,N
119,Kyogre ex,001,3,Kyogre ex,Kyogre ex,Hidden Legends,Holofoil,86556,94/101,149.99,N
119,Kyogre ex,001,3,Kyogre ex,Team Aqua's Kyogre EX,Double Crisis,Holofoil,97052,6/34,445.97,N
119,Kyogre ex,001,3,Kyogre ex,Primal Kyogre EX (Alpha),XY - Primal Clash,Holofoil,95953,55/160,55.52,N
119,Kyogre ex,001,3,Kyogre ex,Kyogre EX,XY - Primal Clash,Holofoil,95952,54/160,9.98,N
119,Kyogre ex,001,3,Kyogre ex,Kyogre EX,Dark Explorers,Holofoil,86559,26/108,63.95,N
119,Kyogre ex,001,3,Kyogre ex,Kyogre ex - 178,SV: Scarlet & Violet Promo Cards,Holofoil,619580,178,1.55,N
119,Kyogre ex,001,3,Kyogre ex,Primal Kyogre EX (Alpha - 149 Full Art),XY - Primal Clash,Holofoil,96047,149/160,212.76,N
119,Kyogre ex,001,3,Kyogre ex,Kyogre EX (148 Full Art),XY - Primal Clash,Holofoil,96046,148/160,95.95,N
119,Kyogre ex,001,3,Kyogre ex,Kyogre EX (104 Full Art),Dark Explorers,Holofoil,86560,104/108,429.99,N
119,Kyogre ex,001,3,Kyogre ex,Primal Kyogre EX - 55/160,Jumbo Cards,Holofoil,211513,055/160,29.99,N
119,Kyogre ex,001,3,Kyogre ex,Kyogre - 53/236 (Cracked Ice Holo),Deck Exclusives,Holofoil,202331,053/236,5.37,N
119,Kyogre ex,001,3,Kyogre ex,Kyogre - 53/160 (Cracked Ice Holo),Deck Exclusives,Holofoil,131320,053/160,3.63,N
119,Kyogre ex,001,3,Kyogre ex,Kyogre ex - 037 (EX Collector's Tins),Nintendo Promos,Holofoil,86558,037,83.15,N
119,Kyogre ex,001,3,Kyogre ex,Team Aqua's Kyogre - 3/95 (EX Team Magma vs Team Aqua),Deck Exclusives,Normal,125256,003/095,3.72,N
119,Kyogre ex,001,3,Kyogre ex,Kyogre ex - 001 (Nintendo Power Magazine),Nintendo Promos,Holofoil,86555,001,137.5,Y
119,Kyogre ex,001,3,Kyogre ex,Code Card - Azure Legends Tin [Kyogre ex],Miscellaneous Cards & Products,Normal,630092,,0.11,N
120,Alakazam,1/110,7,Alakazam,Alakazam,Legendary Collection,Holofoil,83496,001/110,45.29,Y
121,Blaziken ex,89/95,8,Blaziken ex,Blaziken ex,Team Magma vs Team Aqua,Holofoil,83912,89/95,183.34,Y
122,Ampharos ex,89/97,10,Ampharos ex,Ampharos ex,Dragon,Holofoil,83550,89/97,143.04,Y
122,Ampharos ex,89/97,10,Ampharos ex,M Ampharos EX (88 Full Art),XY - Ancient Origins,Holofoil,101510,88/98,74.69,N
122,Ampharos ex,89/97,10,Ampharos ex,Ampharos EX (87 Full Art),XY - Ancient Origins,Holofoil,101509,87/98,34.08,N
122,Ampharos ex,89/97,10,Ampharos ex,Ampharos,Dragons Exalted,Holofoil,83547,40/124,3.77,N
122,Ampharos ex,89/97,10,Ampharos ex,M Ampharos EX,XY - Ancient Origins,Holofoil,101449,28/98,16.4,N
122,Ampharos ex,89/97,10,Ampharos ex,Ampharos EX,XY - Ancient Origins,Holofoil,101448,27/98,3.22,N
122,Ampharos ex,89/97,10,Ampharos ex,Ampharos - 78/214 (SM Lost Thunder),Deck Exclusives,Normal,179440,078/214,0.52,N
122,Ampharos ex,89/97,10,Ampharos ex,Ampharos - 40/124 (Cosmos Holo),Blister Exclusives,Holofoil,216886,040/124,17.98,N
